Parameter Source Pipeline,Detection Pipeline(s),TIC,Full TOI ID,TOI Disposition,TIC Right Ascension,TIC Declination,TIC Right Ascension 2015.5,TIC Declination 2015.5,TMag Value,TMag Uncertainty,Orbital Epoch Value,Epoch Uncertainty,Orbital Period (days) Value,Orbital Period Uncertainty,Transit Duration (hours) Value,Transit Duration (hours) Uncertainty,Transit Depth Value,Transit Depth Uncertainty,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Planet Number,Star Radius Value,Star Radius Uncertainty,Planet Radius Value,Planet Radius Uncertainty,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Centroid Offset,Master,SG1a,SG1b,SG2,SG3,SG4,SG5,Alerted,Updated
qlp-toi-update-03-29-22,QLP,355637190,293.01,PC,358.154472,-54.468865,358.15453058,-54.468937615,11.004,0.018,2109.9113884,0.0004196,0.8054361,6e-07,1.06,0.171,2980.0,3.70654,"[1, 2, 28, 29]",V-shaped; TFOP APC: previously retired as BEB due to chromaticity; some odd-even,4.13,0.69,1,1.4,0.07,8.06243,0.509925,2017.0,5905.0,456.4,2752.55,98.0,False,3,4,3,3,4,4,4,2018-12-20 19:43:30+00:00,2022-03-29 18:08:53.511000+00:00
qlp-s68-ffi,SPOC,277683130,138.01,PC,328.926194,-61.673286,328.926017862,-61.673257474,9.534,0.018,3175.1423802,0.0004297,6.1982658,2.2e-06,1.912,0.236,3896.0,223.284,"[1, 27, 28, 67, 68]",TFOP SB2/APC,4.35582,2.00367,1,1.11,NaN,7.84585,NaN,0.0,5722.0,189.0,234.343,93.0,False,3,4,3,3,4,4,4,2018-09-05 18:51:57+00:00,2023-11-16 16:07:43.766000+00:00
spoc-s01-s36-b0A-PC,SPOC,388198242,2224.01,PC,61.24303,-78.37487,61.2429692658,-78.3746813838,11.903,0.018,2988.7726136366196,0.0012692922,0.5055105158974851,2.8973066e-06,0.6482320282569278,0.1100928,2269.1991369852813,80.891884,"[1, 2, 5, 12, 13, 27, 28, 29, 32, 35, 62]",V-shaped,4.5,2.0,1,1.0148899555206299,0.0569648,4.9709811577248475,1.7097,2138.6881511976057,4996.3,5017.6,4944.368775748965,28.75093,False,3,4,3,3,4,4,4,2020-09-18 19:18:09.031659+00:00,2023-10-02 17:13:10.640000+00:00
spoc-s01-s36-b0A-CPKP,SPOC/QLP,289793076,108.01,KP,316.961466,-26.09666,316.961479834,-26.0967204732,13.096,0.017,1328.0838304406327,0.0004391314,3.0440540665341973,4.25771e-06,2.598457480182952,0.061165422,22236.016537630177,490.51093,"[1, 28]",HATS-13 b,4.52192,0.0,1,0.8098679780960083,0.0,12.108679940721338,0.2679916,1075.318454223274,5523.0,0.0,315.9871326473738,34.314007,False,5,5,5,5,5,5,5,2018-09-05 18:49:20+00:00,2021-10-20 15:22:16.528000+00:00
qlp-s68-ffi,SPOC,266980320,118.01,CP,349.556843,-56.903885,349.55926647,-56.903985747,9.154,0.017,3175.7491181,0.0010809,6.0344667,5.9e-06,1.89,0.109,1800.0,50.0931,"[1, 28, 68]",HD 219666 b,4.36763,0.270247,1,1.05,0.05,4.44029,0.243975,788.0,5586.0,187.0,64.2648,42.0,False,5,5,5,5,5,5,5,2018-09-05 18:51:57+00:00,2023-11-15 16:34:30.730000+00:00
spoc-s01-s69-b0A-KP,SPOC/QLP,231663901,101.01,KP,318.736981,-55.87178,318.73701217,-55.871863385,12.352,0.034,1326.0091165519705,0.00013154597,1.4303699496507394,7.7233494e-07,1.6165994039943885,0.019208942,18960.712294362853,184.79134,"[1, 27, 67]",WASP-46 b,4.48851,0.0,1,0.8907740116119385,0.0438467,13.187450307582433,0.6576402,1525.904808891458,5600.0,0.0,1281.2408253874976,151.72173,False,5,5,5,5,5,5,5,2018-09-05 18:49:20+00:00,2024-09-06 11:54:25.362000+00:00
qlp-s68-ffi,SPOC/QLP,92352620,107.01,KP,313.783108,-34.135572,313.783239322,-34.1357512118,9.639,0.019,3176.9933342,0.0004485,3.9502008,2.6e-06,4.444,0.046,13914.0,95.9899,"[1, 27, 68]",WASP-94 A b,4.18077,0.0,1,1.71,0.07,20.5357,0.899664,1570.0,6153.0,0.0,1009.38,205.0,False,5,5,5,5,5,5,5,2018-09-05 18:49:20+00:00,2023-11-15 16:12:33.703000+00:00
spoc-s01-s69-b0A-CP,SPOC/QLP,234994474,134.01,CP,350.0313,-60.0652,350.028591745,-60.0657292357,9.169,0.019,1326.0340324207311,0.0005663934,1.401518260165746,4.8102324e-06,1.1583061366569487,0.32550693,593.7540921561078,42.808456,"[1, 28, 68]",L 168-9 b,4.67812,0.063226,1,0.5970069766044617,0.01815,1.4616853132727672,1.8385029,891.6389885367025,3794.0,69.0,149.37475428314946,20.450527,False,5,5,5,5,5,5,5,2018-09-05 18:51:57+00:00,2024-09-30 23:32:46.016000+00:00
qlp-s68-ffi,SPOC/QLP,403224672,141.01,CP,338.984609,-59.864489,338.983716632,-59.8648289951,7.358,0.018,3178.6714121,0.0016377,1.0082361,1.5e-06,1.41,0.24,228.0,12.1939,"[1, 27, 28, 68]",HD 213885 b,4.438,0.0,1,1.13,0.05,1.7202,0.0924458,1835.0,5795.29,44.5804,1882.94,26.0,False,5,5,5,5,5,5,5,2018-09-05 18:51:57+00:00,2023-11-15 16:11:40.617000+00:00
spoc-s01-s36-b0A-CPKP,QLP,322307342,117.01,KP,15.005889300000002,-58.9047569,15.0060770379,-58.9047241687,11.780999999999999,0.006,2063.6557914307955,0.001190335,3.586296199864712,0.00015300933,3.3710942972118567,0.07846477,5729.324685808577,114.78426,"[1, 2, 28, 29]",HATS-68 b,3.84,0.08,1,2.0044100284576416,0.105699,16.47476107554071,0.9191712,1658.391520236108,5704.8,124.8,1787.5955936892744,32.356964,False,5,5,5,5,5,5,5,2018-09-05 18:50:25+00:00,2022-10-17 18:02:41.971000+00:00
qlp-s89-ffi,QLP,350743714,165.01,EB,88.885933,-57.290593,88.8862248641,-57.2907388551,9.789,0.024,3746.6197670653723,0.00036242887205338803,7.757643018862346,1.7878280594548818e-06,2.856135586159398,0.06293989340205555,7336.690882160484,22.25346139922293,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 61, 62, 63, 64, 65, 66, 67, 68, 69, 87, 88, 89]",EBLM J0555-57; 85 Mjup; retired as TFOP FP/SEB1,3.96,0.11,1,1.91151,NaN,12.793699129602471,0.07076111137237183,993.2304196586351,6038.0,54.0,161.57936952054877,2983.8866432653754,False,5,5,5,5,5,5,5,2018-11-30 22:06:25+00:00,2025-09-02 22:07:14.700000+00:00
sector-01-spoc-alerts,SPOC,97409519,113.01,KP,332.714323,-30.749674,332.71433733,-30.7497188564,12.143,0.018,1327.053085,0.000623,3.372877,0.000147,2.63426,0.043644,17163.60419,212.40587,[1],WASP-124,4.45061,0.0,1,1.02,0.0,14.201803,0.154789,1270.187448,6050.0,0.0,615.165921,81.3,False,5,5,5,5,5,5,5,2018-09-05 18:49:20+00:00,2020-10-27 13:27:54.048000+00:00
spoc-s01-s36-b0A-CPKP,SPOC,201248411,129.01,CP,0.187097,-54.830506,0.185606290759,-54.8308228454,9.82357,0.016928,3205.6468616,0.000584,0.980972,5e-07,0.5405035517547395,0.026238935,6178.392420975469,60.235405,"[1, 2, 28, 29, 68, 69]",TOI 129.01 / HIP 65 A b,4.49914,0.338797,1,0.7644010186195374,0.0628191,5.91629233324987,0.7808294,1320.951709041547,4486.0,175.0,719.5629044608698,167.35898,False,5,5,5,5,5,5,5,2018-10-22 19:57:31+00:00,2023-11-15 16:41:23.095000+00:00
spoc-s28-b02,SPOC,197959526,2303.01,PC,348.29656,-53.83279,348.296702186,-53.8328130608,11.751,0.018,2061.8854780509578,0.0017048288,0.719629069762069,0.00010244902,1.4747460347965378,0.26616126,4971.1456594603405,440.55856,[28],likely in the NE star; also observed in S01,4.3,2.0,1,1.69458,0.083216,12.291741859666137,2.532109,2797.511732594101,6454.0,6516.7,14474.669896553469,8.877765,False,3,4,3,3,4,4,4,2020-10-01 13:35:30.021799+00:00,2020-09-30 21:55:15.615000+00:00
spoc-s01-s69-b0A-KP,SPOC,29344935,109.01,KP,313.21548,-25.687338,313.215475404,-25.6873755795,13.18,0.019,1326.127478674884,0.00047817343,2.7667600098320246,2.5341785e-06,2.687217769881274,0.07263539,14947.438782713662,290.84625,"[1, 28, 68]",HATS-14 b,4.48823,0.0,1,0.9848660230636597,0.0,12.286738874780243,0.30639383,1209.5741228507147,5346.0,0.0,505.8840074764249,41.24269,False,5,5,5,5,5,5,5,2018-09-05 18:34:19+00:00,2024-09-09 12:00:13.783000+00:00
spoc-s01-s69-b0A-PC,SPOC,231630147,4400.01,PC,317.15938,-55.56508,317.159425355,-55.5651603658,11.898,0.018,2038.9499149980722,0.0010692381,7.064248648093624,1.1539331e-05,3.681646853878644,0.09301752,11469.756437438173,311.0749,"[27, 67]",large; evolved star; Gaia RV error 3.3 km/s,4.4,2.0,1,1.6356300115585327,0.0853693,19.796318427025476,1.1003771,1190.1619021278966,5478.8,5470.4,474.182124503966,33.115818,False,3,4,3,3,4,4,4,2021-08-27 00:39:30.442863+00:00,2024-12-05 15:55:43.466000+00:00
spoc-s01-s69-b0A-KP,SPOC,281459670,110.01,KP,5.618692,-59.942551,5.61852501781,-59.9425892296,11.632,0.018,1328.0399339571932,0.0002273546,3.174350424047706,1.739457e-06,2.751085959369131,0.03093153,15457.324757623432,155.05025,"[1, 2, 28, 29, 68]",HATS-30 b,4.42524,0.0,1,1.1570600271224976,0.0633669,14.917225575404311,0.82839006,1320.6518234320774,5943.0,0.0,718.9096993899192,99.91275,False,5,5,5,5,5,5,5,2018-11-14 15:06:55+00:00,2024-09-09 11:58:42.244000+00:00
sector-01-qlp-alerts,QLP,79395355,164.01,EB,320.054165,-51.309907,320.054291611,-51.3099716333,11.388,0.019,1328.33733,0.00377,7.31898,0.00224,3.771,0.886,3809.3,10.2,[1],Potential blend with 79395356 to NE; retired as NPC,4.27,2.01,1,1.3,0.03,8.79673,0.51237,1296.0,5926.0,79.5,468.718,17.0,False,5,5,5,5,5,5,5,2018-09-05 18:52:24+00:00,2021-12-07 17:52:54.617000+00:00
spoc-s01-s69-b0A-APC,QLP,270507305,827.01,PC,98.893377,-79.715873,98.8932692413,-79.7157540771,11.458,0.018,1597.454095968174,0.00012369962,1.2282706085119153,5.61621e-07,2.0554176173600087,0.016682874,7013.539827816475,70.87926,"[1, 4, 7, 8, 11, 12, 13, 27, 28, 31, 34, 37, 38, 39, 61, 62, 64, 65, 66, 67]",v shaped; large; TFOP ambiguous planet candidate; possible synchronization; likely EB,4.33233,2.00353,1,1.2740999460220337,0.0577764,14.617872780496821,1.1473384,1951.6238484095886,5848.0,190.0,3428.510371305764,188.97186,False,3,4,3,3,4,4,4,2019-06-17 17:15:53+00:00,2024-09-09 10:25:44.553000+00:00
qlp-s28-tois,QLP,393940766,148.01,PC,338.320677,-38.159717,338.32080327,-38.1598284633,11.727,0.018,1327.32937,0.00191,4.86709,2e-05,3.103,0.389,4210.0,3.15395,"[1, 28]",Planet candidate around 393940766 to the NW.,4.34,2.0,1,1.15,0.06,7.42915,0.444077,1272.0,5814.3,793.8,435.152,14.0,False,5,5,5,5,5,5,5,2018-09-05 18:52:24+00:00,2022-10-17 18:15:41.803000+00:00
spoc-s01-s69-b0A-PC,SPOC,139251123,2488.01,PC,347.13598,-45.02652,347.136173974,-45.0264932955,10.633,0.018,2066.1433901587307,0.0019041756,10.766839835529748,3.635747e-05,4.243984256663375,0.32156324,1933.6811005368013,101.10271,"[28, 68]",,4.4,2.0,1,2.319610118865967,0.142639,10.502708510725059,1.661711,1187.3005031152113,5394.0,5394.9,469.63841002933856,19.266142,False,3,4,3,3,4,4,4,2021-02-19 00:11:34.108104+00:00,2024-04-24 18:48:43.918000+00:00
qlp-s69-ffi,SPOC/QLP,52368076,125.01,CP,23.594697,-66.67583,23.593425333,-66.6763494605,10.138,0.017,3206.7442489,0.0019795,4.6517186,8.3e-06,2.709,0.921,978.0,79.7705,"[1, 2, 28, 68, 69]",TOI-125 b / TOI 125.01,4.47072,0.28501,1,0.85,0.05,2.66889,0.203698,1343.0,5154.0,182.0,540.772,26.0,False,5,5,5,5,5,5,5,2018-10-19 23:49:42+00:00,2023-11-15 16:55:36.292000+00:00
spoc-s01-s69-b0A-PC,SPOC,39018923,2216.01,PC,12.07478,-68.43928000000001,12.0749962002,-68.4392965613,11.977,0.018,2037.7301483413312,0.0017377484,5.6807412301094775,1.641184e-05,4.109389684240368,0.33916312,1892.9692301842574,89.58673,"[27, 29, 67, 69]",,4.3,2.0,1,1.3861199617385864,0.0675905,6.284421724839919,0.80173767,1262.9460957437018,6295.0,6319.5,601.2571589810352,16.720987,False,3,4,3,3,4,4,4,2020-09-18 19:18:08.630424+00:00,2024-12-05 17:39:21.520000+00:00
sector-01-qlp-alerts,QLP,403287048,152.01,EB,332.357821,-62.333998,332.357482359,-62.3344526918,11.28,0.018,1327.92337,0.00494,7.00776,0.00315,2.68,0.824,3666.99,18.0,[1],retired as NEB,4.23,0.45,1,1.22,0.04,8.1288,0.625284,1161.0,6347.0,102.6,302.511,16.0,False,5,5,5,5,5,5,5,2018-09-05 18:52:24+00:00,2021-12-07 18:01:11.233000+00:00
spoc-s01-s69-b0A-PC,SPOC/QLP,62483237,139.01,CP,336.402307,-34.909623,336.402414429,-34.9097131134,9.295,0.02,1334.891562740396,0.0013814847,11.070857529663739,2.77106e-05,2.193761658461342,0.31063417,1149.7328034022985,91.839714,"[1, 28, 68]",TOI-139 b,4.53491,0.3608,1,0.7007269859313965,0.0575277,2.3337648035251695,1.646811,554.9934842455933,4356.0,173.0,22.421906616093878,12.694616,False,5,5,5,5,5,5,5,2018-09-05 18:51:57+00:00,2024-09-09 14:24:46.205000+00:00
qlp-s27-ffi,QLP,369457671,168.01,PC,311.643495,-37.904371,311.643590212,-37.9043986079,11.419,0.018,1326.4928,0.00197,2.31446,1e-05,1.347,0.367,1190.0,4.56033,"[1, 27]",,NaN,NaN,1,0.73,0.05,3.40668,0.294554,1015.0,4801.5,126.2,176.692,10.0,False,3,4,3,3,4,4,4,2018-09-05 18:52:24+00:00,2021-12-07 17:57:16.036000+00:00
qlp-s69-ffi,QLP,233964642,334.01,PC,36.498808,-63.64756,36.4987180727,-63.6476072296,9.542,0.019,3188.7130232,0.0002552,17.9160113,3.5e-06,1.889,0.07,9906.0,690.225,"[1, 2, 3, 28, 29, 30, 68, 69]",v-shaped; TFOP APC/SB1,4.11,0.31,1,1.57,0.07,18.2667,0.987092,639.0,6090.2,99.1,27.7718,139.0,False,3,4,3,3,4,4,4,2018-09-29 02:24:31+00:00,2023-11-16 14:38:20.154000+00:00
qlp,QLP,355636844,146.01,EB,358.30149500000005,-56.013040000000004,358.302105,-56.013338,10.241,0.019,2080.90325,0.00446,6.30556,4e-05,2.946,0.394,860.0,1.23429,"[1, 2, 28]",Signal coming from a faint star to the SE. At least for the brighter of those it could be a planet. TFOP FP.,NaN,NaN,1,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,17.0,False,5,5,5,5,5,5,5,2018-09-05 18:35:00+00:00,2022-10-17 18:05:08.184000+00:00
qlp-s28-tois,QLP,29857954,172.01,CP,316.631883,-26.69262,316.631879092,-26.6928654386,10.711,0.019,1326.92242,0.00173,9.47686,4e-05,4.392,0.243,2980.0,1.07525,"[1, 28]",TOI-172 b,4.32,2.0,1,1.79,0.09,9.80856,0.54867,993.0,5801.8,235.6,161.969,14.0,False,5,5,5,5,5,5,5,2018-09-05 18:52:24+00:00,2022-10-17 17:57:45.205000+00:00
qlp-toi-update-03-29-22,QLP,99493790,162.01,PC,317.639656,-23.305696,317.639907538,-23.3058166865,11.617,0.018,2078.3930534,0.0003954,7.764691,6.8e-06,3.185,0.056,24530.0,2.74943,"[1, 28]",previously retired as EB; now APC,4.4,2.0,1,0.99,0.06,15.6068,0.898621,849.0,5404.7,43.0,86.3134,36.0,False,3,4,3,3,4,4,4,2018-09-05 18:52:24+00:00,2022-03-29 18:07:35.239000+00:00
sector-01-spoc-alerts,SPOC,394137592,120.01,CP,4.446408,-66.358985,4.44716313609,-66.3589284641,7.144,0.03,1332.082805,0.000707,11.535076,0.001035,8.555958,0.069027,2389.90616,28.935114,[1],HD 1397 b,3.77,0.08,1,2.48771,0.298399,12.215808,1.480912,0.0,5479.3,57.0,0.0,32.9,False,5,5,5,5,5,5,5,2018-09-05 18:34:19+00:00,2021-12-07 19:26:42.365000+00:00
qlp-s39-tois,SPOC,394287035,2328.01,PC,31.68993,-81.24736,31.6907424255,-81.247375986,11.514,0.018,2356.6076466,0.0008086,17.1019622,2.34e-05,3.357,0.097,11430.0,1.92099,"[1, 13, 27, 28, 39]",,4.4,0.4,1,0.93,0.05,10.1067,0.554732,589.0,5302.3,5297.2,20.0982,75.0,False,3,4,3,3,4,4,4,2020-10-07 20:14:20.769075+00:00,2022-03-22 19:35:14.644000+00:00
sector-01-qlp-alerts,QLP,253917293,160.01,EB,337.500659,-31.924254,337.500826777,-31.9243555158,11.233,0.018,1327.37627,0.00284,4.608,0.001,3.383,0.758,3213.22,7.98,[1],Source is star to the WSW (253917292). Retired as NEB.,4.29,0.65,1,1.28,0.06,7.99698,0.539026,1445.0,5935.0,141.5,724.001,25.0,False,5,5,5,5,5,5,5,2018-09-05 18:52:24+00:00,2021-12-07 17:58:21.276000+00:00
spoc-s01-s69-b0A-PC,SPOC,147425389,2312.01,PC,327.61754,-46.29526,327.617657062,-46.2952567046,12.48,0.018,2063.375329584036,0.00073432596,3.1856867478895836,4.187457e-06,3.1050114653896967,0.09339815,7776.682778594244,182.8755,"[28, 68]",no stellar radius; Teff ~5600 K; plx ~ 1.66 mas,4.4,NaN,1,NaN,NaN,NaN,NaN,1238.72356607297,5590.5,5635.3,556.4403323439315,36.116165,False,3,4,3,3,4,4,4,2020-10-01 13:35:30.499552+00:00,2024-04-24 18:09:46.302000+00:00
spoc-s01-s39-b0A-PC,SPOC,273695332,2223.01,PC,18.68896,-81.9822,18.6898927636,-81.982164804,12.002,0.019,2365.146877374965,0.0017732515,6.93096567369197,3.1992757e-05,5.292144848213931,0.10705567,6887.420039432556,122.40133,"[27, 28, 39]",,4.3,NaN,1,1.5913599729537964,0.0734145,13.513657037699803,0.69025767,1254.9567552098563,5847.0,5846.6,586.1868131000364,40.39721,False,3,4,3,3,4,4,4,2020-09-18 19:18:08.973923+00:00,2022-03-22 19:11:05.647000+00:00
spoc-s01-s69-b0A-PC,SPOC,389421473,2190.01,PC,311.75109,-38.6706,311.751170989,-38.6706556372,12.541,0.018,2041.2198028671398,0.00092388457,5.316070436010772,9.637453e-06,4.352659497361175,0.1060569,14202.612629321693,375.48447,"[27, 67]",2 stars in pixel; possible odd-even,4.4,NaN,1,1.5522700548171997,0.0841433,19.500646858796888,1.1298759,1273.34712834799,5477.0,5459.7,621.3098726106699,41.12231,False,3,4,3,3,4,4,4,2020-09-18 16:26:01.614704+00:00,2024-04-24 18:06:54.395000+00:00
spoc-s01-s69-b0A-PC,SPOC,270342589,2189.01,PC,34.08529,-78.70071,34.0854191272,-78.700709623,13.386,0.019,2037.6952863496635,0.000620345,4.434327689959397,4.410315e-06,2.896079426659881,0.083604224,13087.323304474889,258.4209,"[27, 28, 66, 67, 68]",,NaN,NaN,1,1.0025399923324585,0.0,11.875122602182428,0.30208856,1025.9981961540232,4979.4,5033.5,261.88305023277894,43.87869,False,3,4,3,3,4,4,4,2020-09-18 16:26:01.551223+00:00,2024-12-05 17:44:32.040000+00:00
spoc-s01-s69-b0A-PC,SPOC,260797169,2188.01,PC,347.94391,-69.85416,347.943939653,-69.8541702377,13.028,0.018,2037.5868039125542,0.0007117454,3.735050953597452,4.976197e-06,2.4293973625837113,0.08657393,8964.023907309407,247.25046,"[27, 28, 67, 68]",,4.3,NaN,1,1.3681800365447998,0.0,14.2690958983413,0.33591485,1368.999687468436,5829.0,5828.4,830.107614621992,34.86245,False,3,4,3,3,4,4,4,2020-09-18 16:26:01.501555+00:00,2024-12-05 17:37:35.777000+00:00
qlp-s39-tois,QLP,394346745,2487.01,PC,42.88796,-81.00704,42.8883218695,-81.0069923735,12.787,0.018,2382.6036678,0.0005948,3.4024655,3.2e-06,3.141,0.038,14990.0,0.688075,"[1, 12, 13, 27, 28, 39]",,4.3,NaN,1,1.21,0.05,15.364,0.67669,1430.0,5822.0,5946.3,695.002,99.0,False,3,4,3,3,4,4,4,2021-02-19 00:11:33.985053+00:00,2022-03-21 19:25:37.870000+00:00
spoc-s01-s69-b0A-PC,SPOC,147284470,2306.01,PC,324.80081,-44.37528,324.800774744,-44.3752714579,13.218,0.02,2064.314222078446,0.0009511647,2.990574468554187,5.4543902e-06,2.094168147743166,0.09867246,11083.894121077605,534.92676,"[28, 68]",2 stars in pixel,4.4,NaN,1,1.1030499935150146,0.0,13.23448918103273,0.4768243,1302.3502128831913,5535.6,5576.3,679.8798081356381,25.62094,False,3,4,3,3,4,4,4,2020-10-01 13:35:30.177912+00:00,2024-04-24 18:29:13.085000+00:00
spoc-s01-s69-b0A-APC,SPOC,206609630,212.01,PC,22.551,-59.5832,22.5500646361,-59.5832452048,12.186,0.04,1325.4903440096757,3.8789487e-05,0.3352715443113456,7.807977e-07,0.718985568482103,0.006818902,19687.821397535754,187.4783,"[1, 2, 28, 29, 68, 69]",V-shaped; possible EB; Possible M dwarf; Gaia give this source duplication flag; no radius/parallax available,4.94964,0.399131,1,0.3,0.05,4.4688,0.776006,2623.6739175488947,3332.0,63.0,11198.514930844969,191.81429,False,3,4,3,3,4,4,4,2018-10-22 18:35:11+00:00,2024-09-05 12:41:03.910000+00:00
spoc-s27-b02,SPOC,355096431,2185.01,PC,314.57665,-40.26855,314.576665054,-40.2686329077,12.68,0.019,2036.8897675232768,0.0024293517,7.214771751192298,0.0013355075,4.014775371145385,0.22644165,8580.183680114495,415.94083,[27],possible odd-even,4.4,2.0,1,1.08637,0.0558869,10.123955518724644,0.874891,948.901634261516,5440.3,5485.6,191.60453331441144,17.265121,False,3,4,3,3,4,4,4,2020-09-18 16:26:01.353104+00:00,2020-09-17 19:00:00.171000+00:00
qlp-s01-faintsearch,FAINT,234282389,2611.01,PC,335.26805,-64.7122,335.268299014,-64.712270278,13.457,0.019,1352.4849224,0.0068562,0.7320175,0.0002961,2.577,0.357,4520.0,8.94736,[1],found in faint-star QLP search; ambiguous diff image,4.4,2.0,1,0.81,NaN,5.16324,NaN,2713.0,5458.0,5459.0,8999.57,16.0,False,3,4,3,3,4,4,4,2021-04-12 21:05:05.652353+00:00,2024-08-22 15:41:09.420339+00:00
spoc-s01-s69-b0A-PC,SPOC,141768070,842.01,PC,91.937496,-73.391739,91.937565869,-73.3918616832,12.54,0.018,1569.6171922558392,0.0001226181,2.7863812622797273,6.4597117e-07,1.841546388927122,0.015038516,11628.75945115653,80.87883,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 61, 62, 63, 64, 65, 66, 67, 68, 69]",,4.42496,2.00401,1,1.000730037689209,0.0564422,12.00248356353535,0.68055093,1195.9294828781408,5376.0,185.0,483.4407910969871,190.52057,False,3,4,3,3,4,4,4,2019-06-17 17:15:51+00:00,2024-02-28 13:31:49.172000+00:00
spoc-s01-s69-b0A-PC,SPOC,406318573,2213.01,PC,326.58288,-61.10784,326.5827289,-61.107836993,13.201,0.018,2036.4589702374014,0.0011983687,5.17928198135919,1.14846625e-05,2.632065530050191,0.24284509,5746.965127922519,272.8583,"[27, 28, 67, 68]",possible centroid offset ,4.3,NaN,1,1.2117199897766113,0.0,9.373083061316402,1.0476848,1161.5074107571252,5784.0,5730.4,430.13911975020955,18.404406,False,3,4,3,3,4,4,4,2020-09-18 16:26:02.729018+00:00,2024-12-05 17:21:42.635000+00:00
spoc-s01-s69-b0A-PC,SPOC,231850364,2385.01,PC,26.96502,-61.68676,26.965078023,-61.6867580593,13.442,0.018,2063.9746989863393,0.00044576876,3.1581288061972397,2.6936957e-06,2.3951940616442333,0.066341795,16867.38517169858,294.49014,"[28, 29, 68, 69]",,NaN,NaN,1,1.0241700410842896,0.0,13.572622548302201,0.39075944,1006.6637990512932,4367.6,4396.0,242.69386950627984,53.247078,False,3,4,3,3,4,4,4,2020-11-06 18:59:46.128860+00:00,2024-12-05 18:11:03.893000+00:00
spoc-s01-s69-b0A-PC,FAINT,140067837,2631.01,PC,330.10317,-48.71047,330.103141385,-48.7106396521,12.412,0.034,2065.4053661527887,0.001278096,6.631435738849522,1.1741e-05,2.5431694117148793,0.11551197,10550.90777155776,729.7784,"[1, 28, 68]",found in faint-star QLP search; star on the southwest 140050545 does not have a matching signal,4.4,NaN,1,1.0789899826049805,0.0533744,13.188691001122788,1.5463964,996.3968564849822,5752.2,5808.8,232.94339278143718,27.683233,False,3,4,3,3,4,4,4,2021-04-12 21:05:09.318009+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s68-faintsearch,SPOC/FAINT,278666476,6828.01,PC,334.48744,-38.03268,334.487495694,-38.032715774,12.749,0.021,3174.8450874,0.0015527,3.4894537,4.2e-06,2.134,0.268,8533.0,457.845,"[1, 28, 68]",possible secondary and offset to S; found in faint-star QLP search and SPOC s68,4.4,2.0,1,1.19,0.07,11.1177,0.713142,1092.0,5415.7,5457.7,236.353,21.0,False,3,4,3,3,4,4,4,2023-12-07 19:19:04.002413+00:00,2023-12-07 14:10:11.692000+00:00
spoc-s01-s39-b0A-PC,SPOC,271806353,2209.01,PC,111.4426,-77.7767,111.442355704,-77.7766593127,13.247,0.018,2362.8439304920466,0.001579083,3.4391151981222228,9.434994e-06,3.361589106058218,0.056221485,12391.749340192504,139.06079,"[1, 3, 4, 6, 7, 10, 11, 12, 13, 27, 30, 31, 33, 34, 37, 38, 39]",,4.4,2.0,1,1.2143800258636475,0.0,13.635025343055563,0.22535038,1306.3669376581058,4955.0,5004.6,688.3062667248993,64.68536,False,3,4,3,3,4,4,4,2020-09-18 16:26:02.552351+00:00,2022-03-21 19:09:58.482000+00:00
spoc-s01-s69-b0A-PC,FAINT,179987678,3279.01,PC,11.09157,-75.62986,11.0920030745,-75.6298051223,12.619,0.018,3126.929465846283,0.0008980862,0.41914509711682674,1.5334164e-05,0.9767421898448441,0.40368405,1898.2608647015327,149.64746,"[1, 13, 27, 67, 68]",found in faint-star QLP search,4.4,2.0,1,1.395419955253601,0.151077,6.176961286454369,5.6110053,2800.015215567121,5430.0,5290.1,14526.552805050349,14.6671295,False,3,4,3,3,4,4,4,2021-06-04 14:05:36.275321+00:00,2024-08-22 15:41:09.420339+00:00
